
""	A. Ingresos presupuestarios			490,973.5			406,331.6			-19.0						1,786,348.6			1,869,254.8			1.5	
""																							
""	Petroleros1_/	84,355.1	22,588.	-73.8		263,415.8	157,658.7	-41.9															
""	Gobierno Federal			38,049.7			8,042.3			-79.3						152,923.6			97,843.9			-37.9	
""	Pemex			46,305.4			14,545.8			-69.2						110,492.2			59,814.8			-47.5	
""	No petroleros			406,618.4			383,743.			-7.6						1,522,932.8			1,711,596.1			9.0	
""	Gobierno Federal			338,450.8			311,675.2			-9.8						1,261,985.8			1,435,364.4			10.3	
""	Tributarios			315,504.8			273,088.			-15.3						1,173,501.2			1,277,818.0			5.6	
""	No tributarios2_/			22,946.0			38,586.			64.6						88,484.6			157,546.4			72.7	
""	Organismos de control presupuestario directo			35,291.9			34,977.8			-3.0						134,218.7			143,084.1			3.4	
""	IMSS			31,172.9			30,905.			-2.9						120,806.9			129,187.0			3.7	
""	ISSSTE			4,119.0			4,072.2			-3.2						13,411.8			13,897.1			0.5	
""	Empresa Productiva del Estado ( CFE )			32,875.6			37,090.			10.4						126,728.3			133,147.6			1.9	
""	B. Gasto neto pagado			426,190.5			475,932.			9.3						1,775,281.6			1,957,441.9			7.0	
""																							
""	Programable	304,944.3	327,259.	5.		1,269,585.8	1,402,317.9	7.2															
""	Gasto de operación			131,277.0			129,546.2			-3.4						546,696.1			539,078.8			-4.3	
""	Servicios personales3_/			85,058.1			79,733.			-8.2						355,118.1			383,687.1			4.8	
""	Otros gastos de operación			46,218.9			49,813.2			5.5						191,578.0			155,391.6			-21.3	
""	Pensiones y jubilaciones			70,569.1			75,059.7			4.1						289,914.2			319,208.3			6.8	
""	Subsidios y transferencias y aportaciones4_/			52,361.7			61,717.			15.4						203,371.3			278,698.7			32.9	
""	Ayudas y otros gastos			4,685.3			-1,912.			n.s.						11,191.8			10,854.6			-5.9	
""	Inversión física3_/			41,645.3			51,976.			22.2						182,599.1			205,800.2			9.3	
""	Directo			21,644.7			28,618.			29.4						100,380.7			120,593.0			16.5	
""	Indirecto			20,000.6			23,357.			14.3						82,218.4			85,207.3			0.5	
""	Inversión financiera y otros 5_/			4,405.9			10,873.			141.6						35,813.3			48,677.3			31.9	
""	No programable			121,246.2			148,672.1			20.0						505,695.9			555,124.0			6.5	
""	Costo financiero			44,352.5			52,148.			15.1						182,684.9			199,793.3			6.1	
""	Intereses, comisiones y gastos			21,636.6			30,483.			37.9						131,345.0			156,463.3			15.6	
""	Gobierno Federal			16,736.1			23,972.			40.2						78,608.9			92,357.7			14.0	
""	Sector paraestatal			4,900.6			6,511.			30.1						52,736.1			64,105.6			17.9	
""	Apoyo a ahorradores y deudores			22,715.9			21,665.			-6.6						51,339.9			43,330.0			-18.1	
""	IPAB			22,715.9			21,665.			-6.6						45,431.7			43,330.0			-7.5	
""	Otros			0.0			0.			n.s.						5,908.2			0.0			n.s.	
""	Participaciones			79,204.9			98,299.			21.5						311,567.1			337,787.2			5.2	
""	Adefas y otros6_/			-2,311.2			-1,776.3			n.s.						11,443.9			17,543.4			48.7	
""	C. Balance presupuestario (A – B)			64,783.0			-69,600.4			n.s.						11,067.0			-88,187.0			n.s.	
""																							
""	D. Balance no presupuestario	-2,256.2	-31,268.9	n.s.		26,976.9	14,251.0	-48.8															
""	E. Balance público (C + D) = (F + G)			62,526.8			-100,869.			n.s.						38,043.9			-73,936.1			n.s.	
""	Balance público sin inversión7_/			104,074.0			-50,570.9			n.s.						220,362.3			129,614.3			-42.9	
""																							
""	F. Recursos externos	42,371.0	140,102.	223.7		133,561.4	284,634.2	106.7															
""	G. Recursos internos			-104,897.7			-39,233.3			n.s.						-171,605.3			-210,698.1			n.s.	
""	Partidas informativas																						
""	Ingresos tributarios			315,547.1			273,116.8			-15.3						1,173,543.4			1,277,850.0			5.6	
""	Ingresos no tributarios2_/			175,426.4			133,214.			-25.7						612,805.2			591,404.8			-6.4	
