
""	A. Ingresos presupuestarios			406,481.1			394,936.5			-6.3						852,474.1			935,249.3			6.0	
""																							
""	Petroleros1_/	60,695.8	41,702.8	-33.7		105,153.2	97,040.2	-10.8															
""	Gobierno Federal			34,252.5			29,596.			-16.7						80,950.1			65,728.4			-21.5	
""	Pemex			26,443.4			12,106.			-55.8						24,203.1			31,311.8			25.0	
""	No petroleros			345,785.2			353,233.8			-1.5						747,320.9			838,209.1			8.4	
""	Gobierno Federal			280,341.9			282,002.5			-3.0						619,527.8			703,435.5			9.7	
""	Tributarios			259,254.1			263,752.			-1.9						577,751.5			628,353.6			5.1	
""	No tributarios			21,087.8			18,249.5			-16.5						41,776.3			75,081.8			73.7	
""	Organismos de control presupuestario directo			33,425.5			36,087.			4.1						64,994.6			70,139.0			4.3	
""	IMSS			29,750.6			32,033.3			3.8						58,652.7			63,658.9			4.9	
""	ISSSTE			3,674.9			4,054.3			6.4						6,341.9			6,480.1			-1.2	
""	Empresa Productiva del Estado ( CFE )			32,017.8			35,143.7			5.9						62,798.5			64,634.6			-0.5	
""	B. Gasto neto pagado			391,471.1			433,793.6			6.9						899,361.6			938,377.5			0.8	
""																							
""	Programable	260,959.7	293,870.	8.6		627,694.7	654,255.5	0.7															
""	Gasto de operación			118,909.1			116,741.			-5.3						270,538.4			254,280.5			-9.2	
""	Servicios personales2_/			78,773.4			86,546.7			6.0						179,126.9			194,235.0			4.8	
""	Otros gastos de operación			40,135.7			30,195.2			-27.4						91,411.5			60,045.5			-36.5	
""	Pensiones y jubilaciones			67,389.5			71,965.2			3.0						154,428.8			171,565.8			7.4	
""	Subsidios y transferencias y aportaciones3_/			37,942.1			57,310.2			45.7						81,435.9			105,592.2			25.3	
""	Ayudas y otros gastos			-972.8			-2,156.			n.s.						3,435.8			-2,449.7			n.s.	
""	Inversión física2_/			37,906.0			41,199.8			4.8						97,104.1			93,053.8			-7.4	
""	Directo			19,756.9			21,788.			6.4						61,473.8			55,984.7			-12.0	
""	Indirecto			18,149.1			19,411.			3.1						35,630.3			37,069.2			0.6	
""	Inversión financiera y otros 4_/			-214.1			8,809.			n.s.						20,751.7			32,212.9			50.0	
""	No programable			130,511.4			139,923.			3.4						271,666.8			284,122.0			1.1	
""	Costo financiero			27,546.7			32,323.			13.2						94,104.4			95,565.7			-1.8	
""	Intereses, comisiones y gastos			27,546.7			32,323.			13.2						65,480.4			73,900.7			9.1	
""	Gobierno Federal			13,522.2			14,460.3			3.1						36,499.8			35,321.8			-6.5	
""	Sector paraestatal			14,024.5			17,863.3			22.8						28,980.6			38,578.9			28.7	
""	Apoyo a ahorradores y deudores			0.0			0.			n.s.						28,624.0			21,665.0			-26.8	
""	IPAB			0.0			0.			n.s.						22,715.8			21,665.0			-7.8	
""	Otros			0.0			0.			n.s.						5,908.2			0.0			n.s.	
""	Participaciones			90,591.6			97,650.			4.0						162,202.8			171,147.0			2.0	
""	Adefas y otros5_/			12,373.0			9,949.			-22.5						15,359.6			17,409.3			9.5	
""	C. Balance presupuestario (A – B)			15,010.0			-38,857.			n.s.						-46,887.4			-3,128.3			n.s.	
""																							
""	D. Balance no presupuestario	98.9	8,697.	-o-		19,261.0	13,794.9	-30.8															
""	E. Balance público (C + D) = (F + G)			15,108.9			-30,159.6			n.s.						-27,626.4			10,666.6			n.s.	
""	Balance público sin inversión6_/			52,964.2			10,942.6			-80.1						69,324.7			103,615.2			44.5	
""																							
""	F. Recursos externos	17,798.9	-42,468.5	n.s.		89,441.8	139,053.3	50.3															
""	G. Recursos internos			-32,907.8			72,628.1			n.s.						-61,815.4			-149,720.0			n.s.	
""	Partidas informativas																						
""	Ingresos tributarios			259,254.1			263,752.			-1.9						577,751.5			628,353.6			5.1	
""	Ingresos no tributarios			147,226.9			131,183.			-14.1						274,722.6			306,895.6			8.0	
