
""	A. Ingresos presupuestarios			406,613.6			423,033.5			0.1						2,501,989.2			2,622,608.2			0.6	
""																							
""	Petroleros1_/	77,601.6	69,954.3	-13.3		475,676.4	412,626.6	-16.7															
""	Gobierno Federal			50,473.3			40,946.			-22.0						265,425.4			233,444.2			-15.6	
""	Pemex			27,128.4			29,007.5			2.9						210,251.0			179,182.4			-18.2	
""	No petroleros			329,012.0			353,079.2			3.2						2,026,312.8			2,209,981.6			4.7	
""	Gobierno Federal			262,906.6			279,622.			2.3						1,661,671.6			1,808,321.3			4.5	
""	Tributarios			251,715.3			268,288.			2.5						1,558,076.7			1,694,056.8			4.4	
""	No tributarios			11,191.3			11,334.			-2.6						103,594.9			114,264.5			5.9	
""	Organismos de control presupuestario directo			34,095.6			38,210.			7.8						193,338.0			206,476.8			2.5	
""	IMSS			28,990.7			32,615.7			8.2						167,482.6			184,252.8			5.6	
""	ISSSTE			5,104.9			5,595.			5.4						25,855.4			22,224.1			-17.5	
""	Empresa Productiva del Estado ( CFE )			32,009.8			35,245.			5.9						171,303.3			195,183.5			9.4	
""	B. Gasto neto pagado			566,173.4			577,697.5			-1.8						2,789,162.1			2,775,726.8			-4.5	
""																							
""	Programable	334,055.7	331,541.	-4.5		1,956,689.0	1,924,047.5	-5.6															
""	Gasto de operación			148,570.9			135,769.5			-12.1						850,386.7			829,476.0			-6.4	
""	Servicios personales2_/			91,681.9			85,379.1			-10.4						540,253.5			535,758.9			-4.8	
""	Otros gastos de operación			56,889.0			50,390.			-14.8						310,133.1			293,717.1			-9.1	
""	Pensiones y jubilaciones			68,654.4			74,955.3			5.0						390,385.9			427,334.6			5.1	
""	Subsidios y transferencias y aportaciones3_/			65,235.7			71,544.			5.5						364,473.4			337,392.5			-11.1	
""	Ayudas y otros gastos			2,455.9			2,472.			-3.2						24,551.4			14,255.2			-44.3	
""	Inversión física2_/			57,246.3			46,915.7			-21.2						316,489.1			272,615.1			-17.3	
""	Directo			33,007.5			25,574.8			-25.5						166,149.8			146,955.1			-15.1	
""	Indirecto			24,238.8			21,340.			-15.3						150,339.2			125,660.0			-19.8	
""	Inversión financiera y otros 4_/			-8,107.5			-115.			n.s.						10,402.6			42,974.2			296.6	
""	No programable			232,117.7			246,156.1			2.0						832,473.1			851,679.3			-1.8	
""	Costo financiero			150,039.4			160,033.			2.6						331,772.3			361,949.6			4.7	
""	Intereses, comisiones y gastos			150,039.4			160,033.			2.6						293,603.8			310,609.8			1.6	
""	Gobierno Federal			139,030.0			149,729.3			3.6						213,868.8			241,371.2			8.4	
""	Sector paraestatal			11,009.4			10,304.1			-10.0						79,735.0			69,238.6			-16.6	
""	Apoyo a ahorradores y deudores			0.0			0.			n.s.						38,168.5			51,339.9			29.1	
""	IPAB			0.0			0.			n.s.						38,168.5			45,431.7			14.3	
""	Otros			0.0			0.			n.s.						0.0			5,908.2			n.s.	
""	Participaciones			78,042.2			82,708.2			2.0						436,335.3			476,719.4			4.9	
""	Adefas y otros5_/			4,036.2			3,414.5			-18.6						64,365.5			13,010.3			-80.6	
""	C. Balance presupuestario (A – B)			-159,559.7			-154,664.			n.s.						-287,172.9			-153,118.6			n.s.	
""																							
""	D. Balance no presupuestario	-10,272.4	2,391.	n.s.		80,441.6	33,197.0	-60.4															
""	E. Balance público (C + D) = (F + G)			-169,832.1			-152,272.7			n.s.						-206,731.3			-119,921.5			n.s.	
""	Balance público sin inversión6_/			-112,883.4			-105,538.2			n.s.						107,136.6			152,067.2			36.3	
""																							
""	F. Recursos externos	-6,169.8	6,292.1	n.s.		134,544.8	136,655.7	-2.5															
""	G. Recursos internos			176,001.9			145,980.			-20.2						72,186.5			-16,734.2			n.s.	
""	Partidas informativas																						
""	Ingresos tributarios			251,715.3			268,288.			2.5						1,558,076.6			1,694,099.2			4.4	
""	Ingresos no tributarios			154,898.3			154,744.			-3.9						943,912.6			928,509.0			-5.6	
